text,transitivity,gpt_transitivity,causativity,gpt_causativity,subject_animacy,gpt_subject_animacy,subject_role,gpt_subject_role,gpt_subject,gpt_verb,gpt_object
"The Lightning is shipping to customers now with a starting price of $39,974 before any options and fees.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,The Lightning,is shipping,
OnePlus' budget phone is shipping with Android 11.,intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,OnePlus' budget phone,is shipping,
Summer Is Tomorrow is shipping in from Dubai after finishing second in the Grade II UAE Derby.,intransitive,intransitive,anticausative,causative,animate,animate,patient,agent,Summer Is Tomorrow,is shipping,
The Pixel 6a -- confirmed today to cost $449 -- is shipping with a flagship SoC -- the very same Google Tensor chip that ships in the $600 Pixel 6 and $900 Pixel 6 Pro.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,The Pixel 6a,is shipping,with a flagship SoC
Fulton County officials said they are done processing absentee ballots and they are uploading into the state system.,intransitive,transitive,anticausative,causative,inanimate,animate,patient,agent,they,uploading,into the state system
Results are uploading.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Results,uploading,
"The platform sets itself apart from its competitors, which include Hightail and Dropbox, by having artistic photos and illustrations in the backdrop as files are uploading.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,files,uploading,
"Simply scroll through the images on the rear LCD, mark the ones you want to publish and, once connected to your computer, the images will instantly upload via Fujifilm's MyFinePix Studio software.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,the images,upload,
"Tip: if you're working with several clips that you wish to string together, but that you don't want to have exist as their own, standalone videos, simply check the "" unlisted "" or "" private "" option while they're uploading.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,you,uploading,
"Facebook has said that in the first 24 hours after the attack it removed 1.5 million versions of the video filmed by the gunman who killed over 50 people in two mosques in Christchurch, New Zealand. Of those, 1.2 million were blocked while they were uploading, so they never made it onto the site.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,1.2 million [versions of the video],uploading,N/A
"If you have it in real-time it's uploading to their cloud and the potential to access that camera, what that camera can do with apps in the future, is very frightening.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,it,uploading,to their cloud
Umbrella Academy profile icons are currently uploading to Netflix.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Umbrella Academy profile icons,uploading,
The first thing is to make sure all your ride data is automatically uploading.,intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,your ride data,uploading,
Verify that the files have uploaded.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the files,uploaded,
"On Xbox, quit the game in the place where you wish to save and ensure your cloud save backup has uploaded.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,your cloud save backup,uploaded,
"He writes a headline, deletes it, ponders another headline, and then switches back to the video, which, finally, has uploaded.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the video,uploaded,
"Now that his ex-girlfriend Ingrid has uploaded to Lakeview to be with him, Nathan's heart appears to be more conflicted than ever.",intransitive,transitive,anticausative,causative,animate,animate,patient,agent,his ex-girlfriend Ingrid,uploaded,to Lakeview
"And then, after that photo had uploaded to Twitter, she asked for a new game.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,patient,that photo,uploaded,
"hi i must say i am very disappointed with the bkool and premium membership service, i have contacted you 3 times recently by the on site forms and got no response my latest problem is i done a 10 mile Dartmoor ride just now and it failed to upload so logged in again and it failed again! so logged out and in again nothing appeared to upload so checked on my profile and NOTHING has uploaded.",intransitive,intransitive,anticausative,causative,inanimate,animate,patient,agent,I,uploaded,
"Mr Greenhalgh went on to tell the court that McCullough first denied his wicked crimes and said that someone else must have used his log in details to correspond with the girl, and that the pictures must have uploaded to his computer from another person's phone.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,patient,the pictures,uploaded,to his computer
"He said that because of how quickly they were moving and a glitch, they didn't realize that some of the DVD's had porn burned onto them instead of the video that was supposed to have uploaded # ",intransitive,transitive,anticausative,causative,inanimate,animate,patient,agent,they,uploaded,the video
"It's clever, and means some albums will upload nearly instantly.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,some albums,upload,
"An hour and a quarter later, the pigeons had reached their destination in Skegness 120km away, while only 24% of a 300MB file had uploaded.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,24% of a 300MB file,uploaded,
"It's centuries into the future, self-aware technology has formed a "" singularity "" -- a floating superbrain cloud in the upper atmosphere -- and his parents have already uploaded to it, leaving their bodies behind.",intransitive,transitive,anticausative,causative,animate,animate,patient,agent,his parents,uploaded,to it
"It was revealed that she'd actually uploaded -- potentially meaning that she had ended her own life in order to come join Nathan, who had just broken up with her a few days before.",intransitive,transitive,anticausative,causative,animate,animate,patient,agent,she,uploaded,"potentially meaning that she had ended her own life in order to come join Nathan, who had just broken up with her a few days before"
"By providing easy access to the vast archive (130,000 photos have already uploaded just to break the electronic ground) Holocaust deniers will be easily be exposed as flat-earthers and disturbed conspiracy theorists.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,"130,000 photos",uploaded,
"If we can't recover the flash drive, all we have to do is go back to the scanner and put in a new flash drive and the information will upload or we can rerun the ballots, "" Jones said.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the information,upload,
"Wright's Australian thriller "" The Stranger "" has been picked up by Netflix and will upload # .",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,Netflix,upload,
"His upcoming action-comedy film "" The Big 4 "" will upload by the end of the year.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,"His upcoming action-comedy film "" The Big 4 """,upload,
It will upload at an unspecified date in 2023.,intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,It,upload,
"Similarly, I can set the dates that payments are due in the grid view for my vendors, and those dates will upload to my "" calendar "" view.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,those dates,upload,
"Your RPE feedback will upload to Garmin's health app, Garmin Connect, in addition to your physical metrics.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,Your RPE feedback,upload,
"Your music will upload, and will be live in a few moments.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Your music,upload,
"When Wi-Fi returns, videos will upload to the cloud for your review.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,videos,upload,
"Beware, it appears that ProRes videos will upload to iCloud just like normal videos.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,ProRes videos,upload,
Simply drag the picture onto the email from your files and it will upload and appear at the top.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,upload,
"For example, if you select the camera profile as RAW default, and shot the photo black-and-white in camera, the image will upload to Lightroom in black and white, but you can still convert that photo to color just by switching the profile.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,the image,upload,
* Edit shared documents while offline and your changes will upload when you're back online.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,your changes,upload,
One idea is that he's now in the ship somewhere and maybe will upload into Russell's drive or into someone's mind through the cryosleep chambers.,intransitive,transitive,anticausative,causative,animate,animate,patient,agent,he,upload,into Russell's drive or into someone's mind through the cryosleep chambers
These results will simultaneously upload to blinkPASSPORT and can be presented as entry credentials.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,These results,upload,to blinkPASSPORT
Completed rides will automatically upload to all authorized third party accounts.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,Completed rides,upload,to all authorized third party accounts
It will automatically upload to your Digital Doubles folder.,intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,It,upload,
"This way, all the lab has to do is scan the code and the information will immediately upload to the system.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,the information,upload,
"They plan to release two per month, which will automatically upload to the software.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,which,upload,
