text,transitivity,gpt_transitivity,causativity,gpt_causativity,subject_animacy,gpt_subject_animacy,subject_role,gpt_subject_role,gpt_subject,gpt_verb,gpt_object
It must be hard to run a film festival and have to decide which films to screen.,intransitive,transitive,causative,causative,inanimate,animate,patient,agent,you,screen,which films
"Paramount Pictures screened an extended look at the film as part of CinemaCon, a trade show in which movie studios show their upcoming films to theater owners.",transitive,transitive,causative,causative,animate,animate,agent,agent,Paramount Pictures,screened,an extended look at the film
The trailer Paramount screened had a very grounded tone. ,transitive,transitive,causative,causative,animate,animate,agent,agent,Paramount,screened,the trailer
The film received a standing ovation at its Cannes premiere where it screened out of competition. ,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,screened,
"In the first several episodes screened for critics, 13 Reasons Why is gripping. ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,the first several episodes,screened,N/A
"Serebrennikov's last feature, The Student, won the Francois Chalais award at the Cannes Film Festival last year, where it was screening in Un Certain Regard.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,screening,
"The Danish director and screenwriter made her first trip to the Berlinale in 1990 with The Birthday Trip, which screened in the Panorama sidebar. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The Birthday Trip,screened,
Her 1998 feature On Our Own screened in the Kinderfilmfest (now known as Generation).,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Her 1998 feature On Our Own,screened,in the Kinderfilmfest (now known as Generation)
"Her British coming-of-age drama An Education screened as a Berlinale Special in 2009, en route to international success and three Oscar nominations. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Her British coming-of-age drama An Education,screened,
"A graduate of the Wroclaw Fine Arts Academy with a background in documentaries and shorts, Szelc has her first feature, Tower. A Bright Day (Wieza. Jasny dzien), screening in the Berlinale's Forum sidebar, while she continues her studies at the directing department of Poland's Lodz Film School.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Tower. A Bright Day (Wieza. Jasny dzien),screening,in the Berlinale's Forum sidebar
"The enjoyably clunky "" Score "" was, however, something of a red herring for the Toronto International Film Festival, which screens approximately 300 movies in 11 days and previews everything from Hollywood Oscar bait to the [...]",transitive,transitive,causative,causative,animate,animate,agent,agent,the Toronto International Film Festival,screens,approximately 300 movies
"Jean-Luc Godard's talky "" Film Socialisme "" was screened without much in the way of English-language subtitles.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,"Jean-Luc Godard's talky ""Film Socialisme""",screened,
"For those interested in seeing how a top-notch after-school program works, the film about the I.S. 318 chess team, "" Brooklyn Castle,' will be screened Friday at 8 p.m. at the Brooklyn Heights Cinema. ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,"the film about the I.S. 318 chess team, ""Brooklyn Castle""",screened,
Some reviews originate at newspapers that do not award star ratings; some movies are not screened in advance for critics. ,intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,some movies,screened,in advance for critics
"I screened the first three episodes for this review (there are 10 more to come), and within minutes, I wanted to know everything about Marco Ruiz and Sonya Cross, which is revealed in delicate layers. ",transitive,transitive,causative,causative,animate,animate,agent,agent,I,screened,the first three episodes
"Among the little gems screening at the festival is Enough Said, a lovely romantic comedy that also is one of Gandolfini's final performances. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,little gems,screening,
(Not screened for critics.),intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,Not,screened,for critics
(Not screened for critics.),intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,Not,screened,critics
""" We screened the movie for 8,000 pastors in the last few weeks leading up to the release, "" he said.",transitive,transitive,causative,causative,animate,animate,agent,agent,We,screened,the movie
Some reviews originate at newspapers that do not award star ratings; some movies are not screened in advance for critics. ,intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,some movies,screened,
"The U.S. premiere for Leo Gabriadze's horror film (which screened last year at the Fantasia Festival under the ungainly name "" Cybernatural "") about friends who may or may not be being stalked over the Internet by the ghost of a friend who killed herself.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Leo Gabriadze's horror film,screened,
"SXSW co-founder Louis Black introduced the films to director Jonathan Demme, who screened them at the Collective for Living Cinema in October 1981.",transitive,transitive,causative,causative,animate,animate,agent,agent,who,screened,them
It is scheduled to screen only once. ,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,It,screen,
"Along with Lanthimos' "" The Lobster, "" there's Canada's Denis Villeneuve, who'll screen "" Sicario, "" a Mexican drug drama starring Emily Blunt, Benicio del Toro and Josh Brolin. ",transitive,transitive,causative,causative,animate,animate,agent,agent,Denis Villeneuve,screen,"""Sicario"""
Lots of U.S. fare will screen outside competition.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,Lots of U.S. fare,screen,
"Also screening out of competition will be Mark Osborne's animated "" Little Prince, "" with the voices of Jeff Bridges, del Toro and Cotillard.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,"Mark Osborne's animated ""Little Prince""",screening,
"Italy's Roberto Minervini, who in recent years has used Texas and Louisiana as inspiration, will screen "" The Other Side "" in Un Certain Regard.",transitive,transitive,causative,causative,animate,animate,agent,agent,Italy's Roberto Minervini,screen,"""The Other Side"""
"Then there are more than 1,000 shorts that are not curated and are basically screening as marketing tools in the Short Film Corner.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,"more than 1,000 shorts",screening,
Most of these movies are screened in booths in the Cannes Market area or elsewhere and are not shown to large audiences. ,intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,most of these movies,screened,
"Owens invited Elliott to Franklin's funeral, and a few weeks later, Elliott screened the film for about 60 members of her family. ",transitive,transitive,causative,causative,animate,animate,agent,agent,Elliott,screened,the film
"While he hailed from Cleveland, Sweed's show, in which he appeared as a fright-wigged TV movie host who screened schlocky B movies and regularly blew up sidekick Froggy with cheap fireworks, was syndicated to some cities and its popularity soared in Detroit.",transitive,transitive,causative,causative,animate,animate,agent,agent,he,screened,schlocky B movies
The actors were honored with Golden Lions for Lifetime Achievement at the festival where their new film' Our Souls at Night' was screened. ,intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,their new film 'Our Souls at Night',screened,
"It's Jazz Appreciation Month at the Smithsonian, and in addition to the usual series of concerts and family events, the American History Museum's Warner Bros. Theater is screening a selection of jazz-themed films, including "" Some Like it Hot "" and "" Mo' Better Blues. """,transitive,transitive,causative,causative,animate,inanimate,agent,agent,the American History Museum's Warner Bros. Theater,screening,"a selection of jazz-themed films, including "" Some Like it Hot "" and "" Mo' Better Blues "" "
"Although the revolution was no longer the order of the day during these years, exhibitors across Mexico and even in the southern border states of the United States found sufficient interest among filmgoers to exhibit historical compilations of up to thirty-five reels in length: programs of up to nine to ten hours screened over various sessions on successive days. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,programs of up to nine to ten hours,screened,
"Similar pictures were screened well into the 1930s, often simply updated versions of the same films, and mostly following a generic narrative structure that gave a chronological account of what were presented as the key moments in recent Mexican history.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,Similar pictures,screened,
"The History of the Mexican Revolution was screened in Monterrey to mark the anniversary of the revolution on November 20, 1935;",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,The History of the Mexican Revolution,screened,
"As well as these broad-brush national histories, a number of biographical documentaries compiled footage of key figures and revolutionary leaders upon their deaths, such as Emiliano Zapata en vida y muerte (Emiliano Zapata in Life and Death, 1919), two films on the life of Francisco Villa screened in the second half of 1923 (one made by Salvador Toscano and Antonio Ocañas, the other by collaborators of Enrique Rosas), and the aforementioned Álvaro Obregón.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,two films on the life of Francisco Villa,screened,
"In 1915 Toscano wrote on the "" reactionary machinations "" and the "" insubordination "" of popular leaders Villa and Zapata, who were deeply engaged in battle with Constitutionalist generals Obregón and Venustiano Carranza, proposing that his latest Historia completa de la Revolución be screened to convince the public that "" reason and justice are on the side of Carranza and that Constitutionalism offers guarantees and order.'",intransitive,transitive,causative,causative,inanimate,animate,patient,agent,his latest Historia completa de la Revolución,screened,"to convince the public that "" reason and justice are on the side of Carranza and that Constitutionalism offers guarantees and order"
"Film historian Aurelio de los Reyes has remarked that his own attempts to consult Edmundo Gabilondo's collection during the late 1960s and early 1970s were severely limited by the collector's refusal to screen his footage in any systematic way for academic study, a problem compounded because Gabilondo had "" chopped the footage up "" and removed the intertitles as he worked on his own (unfinished) compilation film on the revolution53",transitive,transitive,causative,causative,animate,animate,agent,agent,the collector,screen,his footage
"The card-catalogue collection served both as a reference to Toscano's actuality archive and as an illustrated script of an earlier lengthy, chronological compilation film of Mexican public life from 1900 to 1930 that, by Carmen Toscano's account, Salvador Toscano screened over many years.",transitive,transitive,causative,causative,animate,animate,agent,agent,Salvador Toscano,screened,"an earlier lengthy, chronological compilation film of Mexican public life from 1900 to 1930"
"From the beginning, DEFA fairy-tale films were often screened around Christmastime in the GDR and therefore became Christmas presents of sorts for young and old (Shen 1). ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,DEFA fairy-tale films,screened,
