text,transitivity,gpt_transitivity,causativity,gpt_causativity,subject_animacy,gpt_subject_animacy,subject_role,gpt_subject_role,gpt_subject,gpt_verb,gpt_object
"Like most ads aired by pharmaceutical companies, the Nicorette commercials did not mention the drug by name because of FDA regulations. ",intransitive,transitive,causative,causative,inanimate,inanimate,patient,agent,ads,aired,by pharmaceutical companies
""" Obviously, this being a mini-series-it airs at 7 p. m. Monday and Tuesday on WPWR-Ch. 50-there is more out there than declarations of purity.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,it,airs,
"Last week, independent stations across the country aired'' Manhunt,'' a two-hour special about the so-called Green River serial killer, who is suspected of murdering 50 people around Seattle between 1982 and' 84.",transitive,transitive,causative,causative,animate,animate,agent,agent,independent stations across the country,aired,"Manhunt, a two-hour special about the so-called Green River serial killer, who is suspected of murdering 50 people around Seattle between 1982 and '84"
"In the first 36 hours after the show aired last Wednesday, more than 75, 000 people called the toll-free hotline to give their tips.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the show,aired,
"Last month ABC aired'' Track Down,'' a test program featuring unsolved crimes and a hotline for the public to relay its leads. ",transitive,transitive,causative,causative,animate,animate,agent,agent,ABC,aired,"""Track Down,"" a test program featuring unsolved crimes and a hotline for the public to relay its leads"
"The strike began March 21, when members of the Screen Actors Guild and the American Federation of Television and Radio Artists walked out in a dispute over payments for commercials aired on cable TV.",intransitive,transitive,causative,causative,inanimate,animate,patient,agent,members of the Screen Actors Guild and the American Federation of Television and Radio Artists,aired,commercials
"Irving Trust, a unit of Irving Bank Corp., New York, which began airing the commercial last month, says it has a good reason for making the ad so hard to fathom. ",transitive,transitive,causative,causative,animate,animate,agent,agent,"Irving Trust, a unit of Irving Bank Corp., New York",airing,the commercial
"Earlier this year, for example, Security Pacific National Bank, Los Angeles, a unit of Security Pacific Corp., aired a commercial in which a little boy frets about his poor report card until his understanding father shows him an old, equally poor report card of his own; the connection with banking is that people also need "" understanding "" from their financial institutions.",transitive,transitive,causative,causative,animate,animate,agent,agent,"Security Pacific National Bank, Los Angeles, a unit of Security Pacific Corp.",aired,a commercial
"During the past two weeks, all three networks have aired specials on the drug problem and Time and Newsweek magazines each gave the issue cover stories.",transitive,transitive,causative,causative,animate,animate,agent,agent,all three networks,aired,specials on the drug problem
"N W Ayer Inc. expects to announce today a joint venture that will vault it into television production on a world-wide basis -- a venture that will create TV movies and miniseries, aired both here and abroad, sponsored by Ayer clients. ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,TV movies and miniseries,aired,
The sheer size of the major organizations involved in the mass media also make it difficult for those at the top to control the content of what is printed or aired.,intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,what,aired,
"The 30- sec. spot, which aired earlier this month on CBS affiliate WHDH in Boston, accuses Procter Gamble of prolonging the ten-year civil war in El Salvador by buying Salvadoran coffee beans, the country's leading export, and thereby supporting the right-wing government of President Alfredo Cristiani.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The 30-sec. spot,aired,
"The steamy couple, played by Harry Hamlin and Nicollette Sheridan, develop their near fatal attraction in Deceptions, a made-for-cable movie that aired on Showtime last month. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a made-for-cable movie,aired,
"This 11-hour series, airing on PBS for five consecutive nights beginning Sept. 23, qualifies as a kind of video miracle.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,This 11-hour series,airing,
Then he aired emotionally charged TV ads that accused Gantt of supporting racial quotas. ,transitive,transitive,causative,causative,animate,animate,agent,agent,he,aired,emotionally charged TV ads
"C-SPAN, which is available in 53 million U.S. homes, aired a total of 25 hours of live coverage of our editorial meetings as well as taped interviews with editors; art, picture and production staff; and some of my publishing colleagues. ",transitive,transitive,causative,causative,animate,animate,agent,agent,C-SPAN,aired,"a total of 25 hours of live coverage of our editorial meetings as well as taped interviews with editors; art, picture and production staff; and some of my publishing colleagues"
"In spite of the seemingly innocent nature of the plug, the commercial never aired.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the commercial,aired,
"Those sensational charges are advanced by British author Tom Mangold in a new book, Cold Warrior (Simon Schuster; $22.95), and provide the basis for a PBS Frontline special, The Spy Hunter, airing May 14.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The Spy Hunter,airing,
"After the ads aired in 1989, he sued Timex and the advertising firm Fallon McElligott, which created the spot, for a very down-to-earth $8 million.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,the ads,aired,
"In April 1988 the network aired a report based on a "" confidential source "" -- who the network later admitted to be Brenneke -- alleging that in 1983 the United States, working with Israeli intelligence, secretly flew weapons to the contras and used the planes on their way back to transport drugs into the United States.",transitive,transitive,causative,causative,animate,inanimate,agent,agent,the network,aired,a report
"When Roemer aired a television commercial boasting of executing five convicted murderers, Duke countered:",transitive,transitive,causative,causative,animate,animate,agent,agent,Roemer,aired,a television commercial boasting of executing five convicted murderers
The CLASH scored its first Number One hit in the U.K. with Should I Stay or Should I Go' after it aired in a Levi's commercial.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"MTV lit a match when it aired Video Killed the Radio Star,' then stood around and watched others huff and puff the sparks into a bonfire.",transitive,transitive,causative,causative,animate,animate,agent,agent,MTV,aired,Video Killed the Radio Star
"Indeed, the neglect of rap wasn't surprising; not long after the channel began, executives were accused of racism for not airing videos by black artists.",transitive,transitive,causative,causative,animate,animate,agent,agent,executives,airing,videos by black artists
"In Florida Tsongas' best hope in the South, Clinton aired a commercial questioning Tsongas' commitment to maintaining Social Security benefits. ",transitive,transitive,causative,causative,animate,animate,agent,agent,Clinton,aired,a commercial
But a travel-industry ad campaign now airing on Japanese television may prove that graying world leaders of debatable sex appeal can sell with all the pizazz of a Vanna White. ,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a travel-industry ad campaign,airing,
"In 1999, Turkish television aired footage of Glen delivering sermons to a crowd of followers in which he revealed his aspirations for an Islamist Turkey ruled by Shari'a (Islamic law) as well as the methods that should be used to attain that goal.",transitive,transitive,causative,causative,animate,animate,agent,agent,Turkish television,aired,footage of Glen delivering sermons to a crowd of followers
"So my first spot would open with the famous "" duck and cover "" film, which was aired around the time of the Cuban Missile Crisis to show schoolchildren what to do in case of nuclear war.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,film,aired,
"The Cable Act prohibits the exercise of editorial control over programs aired on public access, but a disclaimer disassociating the system from the content of a show does not constitute censorship.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,programs,aired,
"With community access, the cable station can decide whether or not it wants to air a controversial show. ",transitive,transitive,causative,causative,animate,animate,agent,agent,the cable station,air,a controversial show
"Her part of the brief dialogue was fairly uncomplicated because, with about nine hours to work with before our show aired, she didn't have to worry about live reporting from the latest Yellow-Man scene.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,our show,aired,
The commercial is supposed to start airing any day now.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The commercial,airing,
TV show aired: 1959-65,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,TV show,aired,
TV show aired: 1952-70,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,TV show,aired,
TV show aired: 1959-63,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,TV show,aired,
TV show aired: 1966-68,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,TV show,aired,
TV show aired: 1964-66,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,TV show,aired,
TV show aired: 1959-63,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,TV show,aired,
TV show aired: 1963-67,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,TV show,aired,
TV show aired: 1962-71 ,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,TV show,aired,
TV show aired: 1960-66 ,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,TV show,aired,
TV show aired: 1957-62,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,TV show,aired,
"Since her Grammy-winning Private Dancer album, Tina has had two major world tours; costarred in a Mel Gibson movie, Madmax Beyond Thunderdome; and been the subject of a music documentary about her life that aired on the Disney channel last March.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a music documentary about her life,aired,
"People Weekly ran a one-page article, Glamour magazine called Henry for a clarification of her house rules, TV talk shows have aired the story ("" Inside Edition "" shot two hours of film in Henry's home for one minute of air time), and Charlotte would like to portray herself in an upcoming made-for-TV movie.",transitive,transitive,causative,causative,inanimate,animate,agent,agent,TV talk shows,aired,the story
"The Stand, airing on ABC next week, is the biggest TV serving of King yet.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The Stand,airing,
"Though he had hinted broadly that he planned to run in an interview with David Frost aired earlier that night on PBS, Dole's more emphatic declaration on the highly rated Late Show -- and his witty bantering with the host -- was smart politics.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,interview with David Frost,aired,
"The ad, which first aired last weekend, features Ivana asking her ex for a slice. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The ad,aired,
"A free way to find the wind: Bart's Best Bet, which airs every half hour from 7:20 to 9:50 A.M. on Q104 (104.5 FM).",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Bart's Best Bet,airs,
"The singer Seal has always seemed to draw on his own private power source, so it should come as no surprise that his recent performance on MTV's acoustic showcase, Unplugged, was suffused with energy despite the de rigueur absence of electric guitars (the segment begins airing this week).",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the segment,airing,
It is airing five nights this week on cable's Turner Classic Movies.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,It,airing,five nights this week
"ABC is now using its prime-time Friday-night block, which includes youth-oriented series like Clueless, to aggressively promote shows airing the next morning.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,shows,airing,
"This spring, "" Mister Rogers "" Neighborhood "" aired an entire week of shows about work.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,"""Mister Rogers"" Neighborhood",aired,an entire week of shows about work
It aired as our Halloween special.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,It,aired,
E! the Entertainment Channel aired a re-enactment of Saldivar's trial and plans to rebroadcast it soon.,transitive,transitive,causative,causative,animate,inanimate,agent,agent,E! the Entertainment Channel,aired,a re-enactment of Saldivar's trial
And PI is sure to gain more momentum when ABC airs it live during prime time over the next four Thursdays (10 E.T.).,transitive,transitive,causative,causative,animate,inanimate,agent,agent,ABC,airs,it
CNN airs the first photos.,transitive,transitive,causative,causative,animate,animate,agent,agent,CNN,airs,the first photos
"I was hauling gear for the filming of BACKPACKER's new TV show, Anyplace Wild, to be aired on PBS this summer (see the upcoming June issue for a program guide).",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,Anyplace Wild,aired,
"Glowing reports of its achievement appeared in such forums as Frank Rich's op-ed column in the New York Times, in that paper's culture pages, and on a Charlie Rose show largely dedicated to Gates that aired in February.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a Charlie Rose show,aired,
"Since her split from Lovett, Roberts briefly dated Matthew Perry for a couple of months early last year after her guest shot on Friends, which aired in January 1996. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,which,aired,
II: 30 on Friday night was when a program called Ugly George aired for half an hour on channel J.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a program called Ugly George,aired,
"The first installment of this joint venture, Leaders and Revolutionaries, will appear on newsstands on April 6 -- and on TV screens at 10 o'clock E.T. that evening, when CBS airs its first special.",transitive,transitive,causative,causative,animate,animate,agent,agent,CBS,airs,its first special
"Jerry Seinfeld has been on a month-long global tour, working out kinks in his stand-up routine in preparation for a five-night, 10-show Broadway run that will include a performance to be aired live on HBO Sunday, Aug. 9. ",intransitive,transitive,causative,causative,inanimate,animate,patient,agent,a performance,aired,"live on HBO Sunday, Aug. 9"
"The sponsor's slogan for the powerful series Africans in America, which aired on PBS last week, rightly insisted that the story of slavery is not just African-American history but American history.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the powerful series Africans in America,aired,
"DON HEWITT, 76, executive producer of 60 Minutes; for a June 1997 segment, made by Carlton Communications for the British network ITV (and also aired by Time Warner's Cinemax), which falsely claimed the Cali cartel had started a new heroin-smuggling route to London.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,which,aired,
Events show up before they air on the network. ,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Events,air,
"Every man, woman and child on the premises is crowded around Herb Fogler's console black white T. V. which airs the MOON LANDING.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,Herb Fogler's console black white T. V.,airs,the MOON LANDING
"They eat together and socialize together, and Lester is a regular on The Jerome Bettis Show, which airs every Saturday afternoon in Pittsburgh.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The Jerome Bettis Show,airs,
"In one version of the series finale of Melrose Place (which hadn't aired at press time), her character faked her own death and then snuck off with one of her ex-husbands.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,which,aired,
"Within hours, CNN aired a photograph of the bag, flecked with sand but clearly showing Lauren Bessette's business card in the tag holder.",transitive,transitive,causative,causative,animate,animate,agent,agent,CNN,aired,"a photograph of the bag, flecked with sand but clearly showing Lauren Bessette's business card in the tag holder"
"He was a senior advisor to the television series American Photography: A Century of Images, to be aired October13 on PBS.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,American Photography: A Century of Images,aired,
Friends told them MTV would never air a weekly acoustic concert.,transitive,transitive,causative,causative,animate,animate,agent,agent,MTV,air,a weekly acoustic concert
"There was apparently a lot of bathroom time logged there between May 1988 and September 1989, when "" The Morton Downey Jr. "" show aired around the country.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The Morton Downey Jr. show,aired,
A share represents the percentage of actual sets-in-use tuned to a particular program when it aired.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
Iranian TV has also begun airing Japanese movies showing unveiled women.,transitive,transitive,causative,causative,animate,animate,agent,agent,Iranian TV,airing,Japanese movies showing unveiled women
"During prime time, on the other hand, CBS seems to have much less superfluous chatterboxing than there was at ABC's Calgary, Alberta, telecasts in 1988 (when many events aired live), or at NBC's much- criticized Summer Olympics from Seoul later that year.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,many events,aired,
"Also at CBS News, producers are in the very early stages of planning a documentary about the slain civil rights leader Malcolm X that could be aired to coincide with the release late this year of the theatrical movie now being wrapped up by Spike Lee...",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,documentary,aired,
"We were disconcerted but not shocked when ABC announced that Debate IV will be aired after-hours, from 11:30 p.m. to 1 a.m. on Thursday, March 5...",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,Debate IV,aired,
A share represents the percentage of actual sets-in-use tuned to a particular program when it aired.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"The Final And Almost Always Fatal Five last week included two episodes of NBC's "" The Torkelsons, "" both of which aired Sunday.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,both of which,aired,
"A Bell lobbyist said the ads were aired "" to impose a penalty on those who sponsored the Cooper bill, "" a Hill staffer recalled.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,the ads,aired,
"The appropriate spot will be aired on TV immediately after the 1,500 meters, the decathlon's last event, is run.",intransitive,transitive,causative,causative,inanimate,inanimate,patient,agent,The appropriate spot,aired,on TV
"PBS, a few weeks earlier, had aired Adam Smith's lament for the over-regulated drug industry which Smith sympathetically described as "" punch-drunk "" before intoning: [...]",transitive,transitive,causative,causative,animate,animate,agent,agent,PBS,aired,Adam Smith's lament for the over-regulated drug industry
"There's nothing at the national level right now, save one show, "" We Do the Work, "" a magazine series about laborers, and it airs on only 40 stations nationwide. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,it,airs,
PBS told union representatives their sponsorship constituted a conflict of interest and would be grounds for not airing the shows.,transitive,intransitive,causative,anticausative,animate,inanimate,agent,patient,the shows,airing,
It aired in January; CBS' airs April 4.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,It,aired,
It aired in January; CBS' airs April 4.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,It,aired,
"MTV aired a special show called "" Spoken Word "" last month with musician Henry Rollins, in which young, raw poets ranted about sex, racism and obsession.",transitive,transitive,causative,causative,animate,animate,agent,agent,MTV,aired,"a special show called ""Spoken Word"""
Tell the producer he would gladly do the interview-as long as it was aired either live or entirely unedited.,intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"A MONTH or so later, after we sent a certified letter repeating our concerns about the story's directions and Livingston's offer to go on camera live or unedited, the segment on the catshooting finally aired. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the segment on the catshooting,aired,
"Dr. White, an expert on Southern cities and cultures, helped write and host an eight-part series that aired on Atlanta's public television station, called "" The Making of Modern Atlanta "" (four installments ran in 1991 and four in March 1993). ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,an eight-part series,aired,
"To understand Thornton's success, you must also know something of "" Babylon 5, "" a revolutionary science-fiction television series airing weekly on Warner affiliate stations. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,a revolutionary science-fiction television series,airing,
"During May, WSBT-TV aired public service announcements of children telling viewers, "" This is my neighborhood. No shooting allowed. """,transitive,transitive,causative,causative,animate,animate,agent,agent,WSBT-TV,aired,public service announcements
A share represents the percentage of actual sets-in-use tuned to a particular program when it aired.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"Appropriately, it's aired on MTV, other cable channels and during the Letterman show.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"After 10 appearances, the Wednesday night entry has averaged a 10.5 rating and a 17 percent audience share, which puts it in a tie for 48th among 101 series aired on the four networks through Dec. 11...",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,series,aired,
A share represents the percentage of actual sets-in-use tuned to a particular program when it aired.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"She got a few minor roles: "" Law Order, "" a Tyne Daly TV movie, a Dudley Moore sitcom that never aired.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a Dudley Moore sitcom,aired,
"Although the final episode aired the night before Zamora died on November 11, the series will broadcast a special tribute to him, including footage filmed after the final episode",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the final episode,aired,
(He is part of an on-air video introduction to Sundance that's now airing on Showtime and TMC.),intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,that's,airing,
"Job history: Host of NBC's "" Today "" show; host of "" Woman to Woman, "" a syndicated talk show; host of "" Panorama, "" a local talk show in Washington; and producer of "" A Century of Women, "" aired on TBS.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,A Century of Women,aired,
The spot aired in the opening round of the NBA playoffs.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,The spot,aired,
"Daisy-Head Mayzie, a Turner Network Television (TNT) special that aired in February, won a Cable Ace Award for children's programming and was nominated for an Emmy Award.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,"Daisy-Head Mayzie, a Turner Network Television (TNT) special",aired,
"Problem is, Perry Mason aired Sept. 16 (and will air again Sept. 23) on Channel 7, which is now an ABC affiliate and before that was a CBS affiliate.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Perry Mason,aired,
"Problem is, Perry Mason aired Sept. 16 (and will air again Sept. 23) on Channel 7, which is now an ABC affiliate and before that was a CBS affiliate.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Perry Mason,aired,
"Can the station that aired an edited version of "" Armistead Maupin's Tales of the City "" and scheduled it in the wee hours merge with the station that aired "" Tales "" uncut, in prime time during a begathon?",transitive,transitive,causative,causative,animate,animate,agent,agent,the station,aired,"an edited version of ""Armistead Maupin's Tales of the City"""
"Can the station that aired an edited version of "" Armistead Maupin's Tales of the City "" and scheduled it in the wee hours merge with the station that aired "" Tales "" uncut, in prime time during a begathon?",transitive,transitive,causative,causative,animate,animate,agent,agent,the station,aired,"an edited version of ""Armistead Maupin's Tales of the City"""
"This week, Titanic, a four-hour mini-series, is airing on CBS;",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,"Titanic, a four-hour mini-series",airing,
"So they carp on people who stay home on Sunday watching TV; separate faith from rationality; and wonder why thoughtful TV segments are aired "" during the traditional hours for Sunday worship.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,thoughtful TV segments,aired,
"Also, the court dealt a blow to TV and radio stations, saying the FCC can fine them for airing indecent shows outside prescribed hours. ",transitive,transitive,causative,causative,animate,animate,agent,agent,them,airing,indecent shows
Rothberg said the company did agree to their request to stop airing the peach-eating footage.,transitive,transitive,causative,causative,animate,animate,agent,agent,the company,airing,the peach-eating footage
U.S. District Court Judge George Howard said March 15 the networks must turn over the portions of the interviews that they aired and bring the outtakes to court so the judge can determine whether McDougal also is entitled to them.,transitive,transitive,causative,causative,animate,animate,agent,agent,the networks,aired,the portions of the interviews
"The candidates' appearances will be uninterrupted by journalists, but the networks have balked at the coalition's call for airing the live or taped spots in concert and during prime-time entertainment programming. ",transitive,transitive,causative,causative,animate,inanimate,agent,agent,the networks,airing,the live or taped spots
"Two television networks have agreed to pay a total of $ 45,000 to the children of a bombing victim because video of the woman's funeral was aired in the United States, an attorney said.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,video of the woman's funeral,aired,
"An Atlanta television station aired one such ad just before 8 p.m. on July 19, 1992, then asked the FCC if it legally could refuse to run such ads when children probably would be watching.",transitive,transitive,causative,causative,animate,inanimate,agent,agent,An Atlanta television station,aired,one such ad
"But the commission said that because graphic political ads can be psychologically damaging to children, broadcasters can refuse to air them when children normally would be watching. ",transitive,transitive,causative,causative,animate,animate,agent,agent,broadcasters,air,them
"After both campaigns aired a series of ads attacking the other's record, this one attacks Torricelli's character. ",transitive,transitive,causative,causative,animate,animate,agent,agent,both campaigns,aired,a series of ads
1 - aired only one week,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,1,aired,
"The supermarket chain won a $ 5.5 million damage award against the network for a hidden-camera expose that aired on "" PrimeTime Live "" in 1992... ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a hidden-camera expose,aired,
A share represents the percentage of actual sets-in-use tuned to a particular program when it aired.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"Lawrence's last original show, which was taped before she and the cast were notified of the cancellation last Friday, aired Monday.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Lawrence's last original show,aired,
"In August Vicki replaced "" Fox After Breakfast, "" which aired for a year on Fox with Tom Bergeron and Laurie Hibberd as hosts.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,which,aired,
 A share represents the percentage of actual sets-in-use tuned to a particular program when it aired.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
An article on Friday incorrectly reported that a Chicago radio station had suspended airing an advertisement opposing stricter air-quality standards because of complaints about alleged inaccuracies.,transitive,transitive,causative,causative,animate,inanimate,agent,agent,a Chicago radio station,airing,an advertisement
"With television making her more recognizable -- the first 13-part series of "" Mollie Katzen's Cooking Show "" aired widely -- Katzen worries about fans spotting her in old shorts and uncombed hair at Berkeley's Monterey Market or staring at the groceries in her cart.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,"the first 13-part series of ""Mollie Katzen's Cooking Show""",aired,
"Hitting the bookstands this spring to coincide with an eight-hour PBS series that aired in May, it was greeted by a contrapuntal chorus of rants and raves -- some warranted, some not.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,an eight-hour PBS series,aired,
"In an interview published today by the New York Times, and in an interview to be aired tonight on the ABC News program "" Prime Time Live, "" Alibekov, who now goes by the name Ken Alibek, spoke out for the first time publicly, although his role in confirming aspects of the Russian program had been previously reported.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,interview,aired,
"The two young men off Wilson's staff, Jeff Randle and Mitch Zak, assigned to pass 226, issued statement after statement proclaiming all this "" the big lie, "" but it was not until two weeks ago they had the money to start airing their own ads.",transitive,transitive,causative,causative,animate,animate,agent,agent,they,airing,their own ads
"The first 13 episodes proved so popular that the series continued for several years, airing in the United States on PBS' popular Mystery program.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the series,airing,
"What I should have done was sit with the information until Judy's piece aired -- it was, after all, her story.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Judy's piece,aired,
"The line between advertising and editorial content is blurred by "" advertorials "" (advertising disguised as editorial copy) "" product placement "" in television programs and feature films, and the widespread use of "" video news releases, "" corporate public-relations puff pieces aired by local television stations as genuine news.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,corporate public-relations puff pieces,aired,
"In 1952, the Dumont Television Network first aired a pro game.",transitive,transitive,causative,causative,animate,animate,agent,agent,the Dumont Television Network,aired,a pro game
"As soon as we shot the episode, every casting office in town would start buzzing about me, and before the show even aired, George C. Wolfe of the Public Theater would cast me in his next star-studded production -- as Lady Macbeth to Will Smith's Macbeth.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the show,aired,
"He wrote letters to the television station that had aired the interview, demanding Rosa Dean be featured on more programming.",transitive,transitive,causative,causative,animate,inanimate,agent,agent,the television station,aired,the interview
"Within a few minutes of the address being aired, he had handed over the powers of office -- including control of Russia's strategic nuclear forces -- to 47-year-old Prime Minister Vladimir Putin.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,the address,aired,
"In the two-hour PBS special Digital Divide: Technology and Our Future, airing this Friday at 9 p.m. E.T., pundits on all sides wrestle with the issue.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Digital Divide: Technology and Our Future,airing,
"It was Thursday, Feb. 10, and before the weekend began the Bush team desperately wanted to respond to an ad John McCain was airing in which McCain accused Bush of "" twisting the truth like Clinton. """,transitive,transitive,causative,causative,animate,animate,agent,agent,John McCain,airing,an ad
"The first week the Pulau Tiga-based game show aired, ABC scheduled the virtually unbeatable Who Wants to Be a Millionaire against it.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,the Pulau Tiga-based game show,aired,
"In March, though, 30 to 40 more complaints flooded in after a report on tread-separation accidents aired on Houston TV station KHOU.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a report on tread-separation accidents,aired,
"It aired from one to three, and he imagined he was the only man over forty in the whole broadcast area up and listening to sex advice being handed out to kids young enough to be his own. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,It,aired,
When ABC airs a Judy Garland mini-series?,transitive,transitive,causative,causative,animate,animate,agent,agent,ABC,airs,a Judy Garland mini-series
